0,1965.75,1966,1966.25,1966.5,1966.75,1967,1967.25,1967.5,1967.75,1968,1968.25,1968.5,1968.75,1969,1969.25,1969.5,1969.75,1970,1970.25,1970.5,1970.75,1971,1971.25,1971.5,1971.75,1972,1972.25,1972.5,1972.75,1973,1973.25,1973.5,1973.75,1974,1974.25,1974.5,1974.75,1975,1975.25,1975.5,1975.75,1976,1976.25,1976.5,1976.75,1977,1977.25,1977.5,1977.75,1978,1978.25,1978.5,1978.75,1979,1979.25,1979.5,1979.75,1980,1980.25,1980.5,1980.75,1981,1981.25,1981.5,1981.75,1982,1982.25,1982.5,1982.75,1983,1983.25,1983.5,1983.75,1984,1984.25,1984.5,1984.75,1985,1985.25,1985.5,1985.75,1986,1986.25,1986.5,1986.75,1987,1987.25,1987.5,1987.75,1988,1988.25,1988.5,1988.75,1989,1989.25,1989.5,1989.75,1990,1990.25,1990.5,1990.75,1991,1991.25,1991.5,1991.75,1992,1992.25,1992.5,1992.75,1993,1993.25,1993.5,1993.75,1994,1994.25,1994.5,1994.75,1995,1995.25,1995.5,1995.75,1996,1996.25,1996.5,1996.75,1997,1997.25,1997.5,1997.75,1998,1998.25,1998.5,1998.75,1999,1999.25,1999.5,1999.75,2000,2000.25,2000.5,2000.75,2001,2001.25,2001.5,2001.75,2002,2002.25,2002.5,2002.75,2003,2003.25,2003.5,2003.75,2004,2004.25,2004.5,2004.75,2005
1947,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,306.4,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,464,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,466,1056.5,1056.5,1056.5,1056.5,1056.5,1056.5,1056.5,1056.5,1056.5,1056.5,1056.5,1056.5,1056.5,1056.5,1056.5,1056.5,1056.5,1056.5,1056.5,1056.5,1056.5,1056.5,1056.5,1056.5,1239.5,1239.5,1239.5,1239.5,1239.5,1239.5,1239.5,1239.5,1239.5,1239.5,1239.5,1239.5,1239.5,1239.5,1239.5,1239.5,1402.5,1402.5,1402.5,1402.5,1402.5,1402.5,1402.5,1402.5,1402.5,1402.5,1402.5,1402.5,1402.5,1402.5,1402.5,1481.7,1481.7,1481.7,1481.7,1481.7,1481.7,1481.7,1481.7,1481.7,1481.7,1481.7,1481.7,1481.7,1481.7,1481.7,1481.7,1481.7,1570.5,1570.5,1570.5,1570.5,1570.5
1947.25,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,309,467.5,467.5,467.5,467.5,467.5,467.5,467.5,467.5,467.5,467.5,467.5,467.5,467.5,467.5,467.5,467.5,467.5,467.5,467.5,467.5,469.5,469.5,469.5,469.5,469.5,469.5,469.5,469.5,469.5,469.5,469.5,469.5,469.5,469.5,469.5,469.5,469.5,469.5,469.5,469.5,1063.2,1063.2,1063.2,1063.2,1063.2,1063.2,1063.2,1063.2,1063.2,1063.2,1063.2,1063.2,1063.2,1063.2,1063.2,1063.2,1063.2,1063.2,1063.2,1063.2,1063.2,1063.2,1063.2,1063.2,1247.2,1247.2,1247.2,1247.2,1247.2,1247.2,1247.2,1247.2,1247.2,1247.2,1247.2,1247.2,1247.2,1247.2,1247.2,1247.2,1424.6,1424.6,1424.6,1424.6,1424.6,1424.6,1424.6,1424.6,1424.6,1424.6,1424.6,1424.6,1424.6,1424.6,1424.6,1489.4,1489.4,1489.4,1489.4,1489.4,1489.4,1489.4,1489.4,1489.4,1489.4,1489.4,1489.4,1489.4,1489.4,1489.4,1489.4,1489.4,1568.7,1568.7,1568.7,1568.7,1568.7
1947.5,309.6,309.6,309.6,309.6,309.6,309.6,309.6,309.6,309.6,309.6,309.6,309.6,309.6,309.6,309.6,309.6,309.6,309.6,309.6,309.6,309.6,309.6,309.6,309.6,309.6,309.6,309.6,309.6,309.6,309.6,309.6,309.6,309.6,309.6,309.6,309.6,309.6,309.6,309.6,309.6,309.6,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,470.2,470.2,470.2,470.2,470.2,470.2,470.2,470.2,470.2,470.2,470.2,470.2,470.2,470.2,470.2,470.2,470.2,470.2,470.2,470.2,1067.1,1067.1,1067.1,1067.1,1067.1,1067.1,1067.1,1067.1,1067.1,1067.1,1067.1,1067.1,1067.1,1067.1,1067.1,1067.1,1067.1,1067.1,1067.1,1067.1,1067.1,1067.1,1067.1,1067.1,1255,1255,1255,1255,1255,1255,1255,1255,1255,1255,1255,1255,1255,1255,1255,1255,1437.5,1437.5,1437.5,1437.5,1437.5,1437.5,1437.5,1437.5,1437.5,1437.5,1437.5,1437.5,1437.5,1437.5,1437.5,1493.1,1493.1,1493.1,1493.1,1493.1,1493.1,1493.1,1493.1,1493.1,1493.1,1493.1,1493.1,1493.1,1493.1,1493.1,1493.1,1493.1,1568,1568,1568,1568,1568
1947.75,314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5,314.5,473.7,473.7,473.7,473.7,473.7,473.7,473.7,473.7,473.7,473.7,473.7,473.7,473.7,473.7,473.7,473.7,473.7,473.7,473.7,473.7,475.7,475.7,475.7,475.7,475.7,475.7,475.7,475.7,475.7,475.7,475.7,475.7,475.7,475.7,475.7,475.7,475.7,475.7,475.7,475.7,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1080,1269.5,1269.5,1269.5,1269.5,1269.5,1269.5,1269.5,1269.5,1269.5,1269.5,1269.5,1269.5,1269.5,1269.5,1269.5,1269.5,1458.1,1458.1,1458.1,1458.1,1458.1,1458.1,1458.1,1458.1,1458.1,1458.1,1458.1,1458.1,1458.1,1458.1,1458.1,1516.4,1516.4,1516.4,1516.4,1516.4,1516.4,1516.4,1516.4,1516.4,1516.4,1516.4,1516.4,1516.4,1516.4,1516.4,1516.4,1516.4,1590.9,1590.9,1590.9,1590.9,1590.9
1948,317.1,317.1,317.1,317.1,317.1,317.1,317.1,317.1,317.1,317.1,317.1,317.1,317.1,317.1,317.1,317.1,317.1,317.1,317.1,317.1,317.1,317.1,317.1,317.1,317.1,317.1,317.1,317.1,317.1,317.1,317.1,317.1,317.1,317.1,317.1,317.1,317.1,317.1,317.1,317.1,317.1,477.3,477.3,477.3,477.3,477.3,477.3,477.3,477.3,477.3,477.3,477.3,477.3,477.3,477.3,477.3,477.3,477.3,477.3,477.3,477.3,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,479.4,1086.8,1086.8,1086.8,1086.8,1086.8,1086.8,1086.8,1086.8,1086.8,1086.8,1086.8,1086.8,1086.8,1086.8,1086.8,1086.8,1086.8,1086.8,1086.8,1086.8,1086.8,1086.8,1086.8,1086.8,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1284,1474.3,1474.3,1474.3,1474.3,1474.3,1474.3,1474.3,1474.3,1474.3,1474.3,1474.3,1474.3,1474.3,1474.3,1474.3,1537.9,1537.9,1537.9,1537.9,1537.9,1537.9,1537.9,1537.9,1537.9,1537.9,1537.9,1537.9,1537.9,1537.9,1537.9,1537.9,1537.9,1616.1,1616.1,1616.1,1616.1,1616.1
1948.25,322.9,322.9,322.9,322.9,322.9,322.9,322.9,322.9,322.9,322.9,322.9,322.9,322.9,322.9,322.9,322.9,322.9,322.9,322.9,322.9,322.9,322.9,322.9,322.9,322.9,322.9,322.9,322.9,322.9,322.9,322.9,322.9,322.9,322.9,322.9,322.9,322.9,322.9,322.9,322.9,322.9,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,486,488.3,488.3,488.3,488.3,488.3,488.3,488.3,488.3,488.3,488.3,488.3,488.3,488.3,488.3,488.3,488.3,488.3,488.3,488.3,488.3,1106.1,1106.1,1106.1,1106.1,1106.1,1106.1,1106.1,1106.1,1106.1,1106.1,1106.1,1106.1,1106.1,1106.1,1106.1,1106.1,1106.1,1106.1,1106.1,1106.1,1106.1,1106.1,1106.1,1106.1,1295.7,1295.7,1295.7,1295.7,1295.7,1295.7,1295.7,1295.7,1295.7,1295.7,1295.7,1295.7,1295.7,1295.7,1295.7,1295.7,1493.9,1493.9,1493.9,1493.9,1493.9,1493.9,1493.9,1493.9,1493.9,1493.9,1493.9,1493.9,1493.9,1493.9,1493.9,1562,1562,1562,1562,1562,1562,1562,1562,1562,1562,1562,1562,1562,1562,1562,1562,1562,1644.6,1644.6,1644.6,1644.6,1644.6
1948.5,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,325.8,490.8,490.8,490.8,490.8,490.8,490.8,490.8,490.8,490.8,490.8,490.8,490.8,490.8,490.8,490.8,490.8,490.8,490.8,490.8,490.8,492.9,492.9,492.9,492.9,492.9,492.9,492.9,492.9,492.9,492.9,492.9,492.9,492.9,492.9,492.9,492.9,492.9,492.9,492.9,492.9,1116.3,1116.3,1116.3,1116.3,1116.3,1116.3,1116.3,1116.3,1116.3,1116.3,1116.3,1116.3,1116.3,1116.3,1116.3,1116.3,1116.3,1116.3,1116.3,1116.3,1116.3,1116.3,1116.3,1116.3,1303.8,1303.8,1303.8,1303.8,1303.8,1303.8,1303.8,1303.8,1303.8,1303.8,1303.8,1303.8,1303.8,1303.8,1303.8,1303.8,1497,1497,1497,1497,1497,1497,1497,1497,1497,1497,1497,1497,1497,1497,1497,1568.4,1568.4,1568.4,1568.4,1568.4,1568.4,1568.4,1568.4,1568.4,1568.4,1568.4,1568.4,1568.4,1568.4,1568.4,1568.4,1568.4,1654.1,1654.1,1654.1,1654.1,1654.1
1948.75,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,328.7,495.9,495.9,495.9,495.9,495.9,495.9,495.9,495.9,495.9,495.9,495.9,495.9,495.9,495.9,495.9,495.9,495.9,495.9,495.9,495.9,497.9,497.9,497.9,497.9,497.9,497.9,497.9,497.9,497.9,497.9,497.9,497.9,497.9,497.9,497.9,497.9,497.9,497.9,497.9,497.9,1125.5,1125.5,1125.5,1125.5,1125.5,1125.5,1125.5,1125.5,1125.5,1125.5,1125.5,1125.5,1125.5,1125.5,1125.5,1125.5,1125.5,1125.5,1125.5,1125.5,1125.5,1125.5,1125.5,1125.5,1316.4,1316.4,1316.4,1316.4,1316.4,1316.4,1316.4,1316.4,1316.4,1316.4,1316.4,1316.4,1316.4,1316.4,1316.4,1316.4,1498.9,1498.9,1498.9,1498.9,1498.9,1498.9,1498.9,1498.9,1498.9,1498.9,1498.9,1498.9,1498.9,1498.9,1498.9,1571.4,1571.4,1571.4,1571.4,1571.4,1571.4,1571.4,1571.4,1571.4,1571.4,1571.4,1571.4,1571.4,1571.4,1571.4,1571.4,1571.4,1658,1658,1658,1658,1658
1949,324.5,324.5,324.5,324.5,324.5,324.5,324.5,324.5,324.5,324.5,324.5,324.5,324.5,324.5,324.5,324.5,324.5,324.5,324.5,324.5,324.5,324.5,324.5,324.5,324.5,324.5,324.5,324.5,324.5,324.5,324.5,324.5,324.5,324.5,324.5,324.5,324.5,324.5,324.5,324.5,324.5,490.9,490.9,490.9,490.9,490.9,490.9,490.9,490.9,490.9,490.9,490.9,490.9,490.9,490.9,490.9,490.9,490.9,490.9,490.9,490.9,492.6,492.6,492.6,492.6,492.6,492.6,492.6,492.6,492.6,492.6,492.6,492.6,492.6,492.6,492.6,492.6,492.6,492.6,492.6,492.6,1112.4,1112.4,1112.4,1112.4,1112.4,1112.4,1112.4,1112.4,1112.4,1112.4,1112.4,1112.4,1112.4,1112.4,1112.4,1112.4,1112.4,1112.4,1112.4,1112.4,1112.4,1112.4,1112.4,1112.4,1305.3,1305.3,1305.3,1305.3,1305.3,1305.3,1305.3,1305.3,1305.3,1305.3,1305.3,1305.3,1305.3,1305.3,1305.3,1305.3,1480.1,1480.1,1480.1,1480.1,1480.1,1480.1,1480.1,1480.1,1480.1,1480.1,1480.1,1480.1,1480.1,1480.1,1480.1,1549.4,1549.4,1549.4,1549.4,1549.4,1549.4,1549.4,1549.4,1549.4,1549.4,1549.4,1549.4,1549.4,1549.4,1549.4,1549.4,1549.4,1633.2,1633.2,1633.2,1633.2,1633.2
